Date,Open,High,Low,Close,Volume
2025-12-24 09:30:00-05:00,89.80999755859375,89.80999755859375,89.65499877929688,89.78500366210938,457628
2025-12-24 09:35:00-05:00,89.77999877929688,89.79000091552734,89.73500061035156,89.74500274658203,251272
2025-12-24 09:40:00-05:00,89.74500274658203,89.83499908447266,89.7249984741211,89.79000091552734,163550
2025-12-24 09:45:00-05:00,89.79000091552734,89.80599975585938,89.75,89.78800201416016,76053
2025-12-24 09:50:00-05:00,89.79000091552734,89.80999755859375,89.77999877929688,89.79000091552734,85347
2025-12-24 09:55:00-05:00,89.79000091552734,89.80999755859375,89.77999877929688,89.79499816894531,53407
2025-12-24 10:00:00-05:00,89.79000091552734,89.80500030517578,89.7699966430664,89.7699966430664,129193
2025-12-24 10:05:00-05:00,89.77999877929688,89.80999755859375,89.7699966430664,89.80000305175781,80053
2025-12-24 10:10:00-05:00,89.79000091552734,89.81990051269531,89.78130340576172,89.81500244140625,60476
2025-12-24 10:15:00-05:00,89.81500244140625,89.82990264892578,89.80999755859375,89.81500244140625,97710
2025-12-24 10:20:00-05:00,89.81500244140625,89.81999969482422,89.78500366210938,89.79000091552734,92616
2025-12-24 10:25:00-05:00,89.79000091552734,89.81990051269531,89.78500366210938,89.81500244140625,306775
2025-12-24 10:30:00-05:00,89.81639862060547,89.83989715576172,89.81199645996094,89.82499694824219,128254
2025-12-24 10:35:00-05:00,89.82440185546875,89.82520294189453,89.77999877929688,89.80500030517578,134241
2025-12-24 10:40:00-05:00,89.80500030517578,89.83989715576172,89.80000305175781,89.82499694824219,204052
2025-12-24 10:45:00-05:00,89.83000183105469,89.83999633789062,89.80000305175781,89.81500244140625,233389
2025-12-24 10:50:00-05:00,89.81500244140625,89.83000183105469,89.80000305175781,89.83000183105469,129364
2025-12-24 10:55:00-05:00,89.81999969482422,89.8499984741211,89.80999755859375,89.84010314941406,149725
2025-12-24 11:00:00-05:00,89.84500122070312,89.8499984741211,89.83000183105469,89.83999633789062,190605
2025-12-24 11:05:00-05:00,89.83499908447266,89.8499984741211,89.81999969482422,89.83499908447266,113503
2025-12-24 11:10:00-05:00,89.83999633789062,89.84750366210938,89.83000183105469,89.83499908447266,29921
2025-12-24 11:15:00-05:00,89.83499908447266,89.83999633789062,89.81500244140625,89.82990264892578,70641
2025-12-24 11:20:00-05:00,89.83000183105469,89.83999633789062,89.81999969482422,89.8239974975586,42482
2025-12-24 11:25:00-05:00,89.82990264892578,89.83000183105469,89.80999755859375,89.82499694824219,111933
2025-12-24 11:30:00-05:00,89.83000183105469,89.86000061035156,89.81999969482422,89.86000061035156,69718
2025-12-24 11:35:00-05:00,89.8550033569336,89.90499877929688,89.8550033569336,89.8949966430664,39783
2025-12-24 11:40:00-05:00,89.8949966430664,89.9000015258789,89.87000274658203,89.875,44594
2025-12-24 11:45:00-05:00,89.87000274658203,89.87000274658203,89.83999633789062,89.84249877929688,151178
2025-12-24 11:50:00-05:00,89.84629821777344,89.8499984741211,89.80239868164062,89.83499908447266,161023
2025-12-24 11:55:00-05:00,89.83399963378906,89.84989929199219,89.81999969482422,89.82499694824219,232387
2025-12-24 12:00:00-05:00,89.83000183105469,89.856201171875,89.82219696044922,89.83499908447266,176380
2025-12-24 12:05:00-05:00,89.83999633789062,89.87000274658203,89.83999633789062,89.85060119628906,78143
